id,name,task_description,area,budgeted_amount,status,asset_id,asset_type,fiscal_year,start_date,inactive,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
1141647367,STREETSCAPE AND INTERSECTION RECONSTRUCTION,Grandview Avenue Sidewalk and Curb Repair,Engineering and Construction,200000,Planned,Grandview Overlook,Sidewalk,2017,2017-02-08,f,Mount Washington,2,19,42003190300,5,19,3,4-27,40.43325756,-80.00924406
1709604652,BIKE INFRASTRUCTURE,Bike Lanes - 18th Street,Engineering and Construction,110000,Planned,,Non-Asset,2017,2017-03-01,f,South Side Slopes,3,17,42003160800,3,17,3,4-3,40.42239981,-79.97831977
1543255831,BIKE INFRASTRUCTURE,Bike Lanes - Ellsworth Avenue,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-03-01,f,Shadyside,8,7,42003070300,2,7,4,3-22,40.45275109,-79.9366742
631011957,SPORT FACILITY IMPROVEMENTS,Court Repair with ARMORÂ® Crack and Color Coating - Allegheny Commons Park Arch Street,Facility Improvement,91687.5,Completed,Allegheny Commons Basketball Court 1,Court,2017,2017-03-01,f,Allegheny Center,1,22,42003562700,1,22,1,1-7,40.45443824,-80.00809714
838094499,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Allegheny Commons Park Arch Street,Facility Improvement,15600,Planned,,Non-Asset,2017,2017-03-01,f,Allegheny Center,1,22,42003562700,1,22,1,1-7,40.45444232,-80.0081025
202348059,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Cowley,Facility Improvement,5200,Completed,,Non-Asset,2017,2017-03-01,f,Troy Hill,1,24,42003240600,1,24,1,1-2,40.45856902,-79.98862433
386400459,SPORT FACILITY IMPROVEMENTS,Court Activation Button - McBride Park,Facility Improvement,5200,Planned,,Non-Asset,2017,2017-03-01,f,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.36980981,-79.90774667
222267082,SPORT FACILITY IMPROVEMENTS,Court Renovation with Color Coat  - Moore Park,Facility Improvement,90000,Completed,Moore Park Basketball Court 1,Court,2017,2017-03-01,f,Brookline,4,19,42003191700,5,19,6,4-26,40.40504796,-80.01467302
652658627,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Allegheny Commons West Park Tennis,Facility Improvement,5200,Completed,,Non-Asset,2017,2017-03-01,f,Allegheny Center,1,22,42003562700,1,22,1,1-7,40.45215601,-80.01218168
535303304,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Manchester Playground,Facility Improvement,5200,Planned,,Non-Asset,2017,2017-03-01,f,Manchester,6,21,42003210700,1,21,1,1-8,40.45876577,-80.02535307
963264725,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Herschel Park,Facility Improvement,10400,Completed,,Non-Asset,2017,2017-03-01,f,Elliott,2,20,42003562600,5,20,6,1-17,40.439923,-80.04377136
1616174703,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Lewis Playground,Facility Improvement,5200,Completed,,Non-Asset,2017,2017-03-01,f,Hazelwood,5,15,42003562900,3,15,4,2-13,40.41293074,-79.94487953
1497890897,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Marmaduke,Facility Improvement,5200,Completed,,Non-Asset,2017,2017-03-01,f,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48438837,-80.0431004
1833192417,SPORT FACILITY IMPROVEMENTS,ADA Bleachers for Dek Hockey - Marmaduke,Facility Improvement,39000,Completed,Marmaduke Park Dek Hockey Court,Court,2017,2017-03-01,f,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48449347,-80.04304878
132071348,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Paulson Playground,Facility Improvement,5200,Planned,,Non-Asset,2017,2017-03-02,f,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,3-15,40.46851517,-79.89967363
1298882467,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Joe Natoli Playground,Facility Improvement,5200,Canceled,,Non-Asset,2017,2017-03-02,f,Morningside,7,10,42003101400,2,10,5,3-7,40.48431105,-79.92532359
1836552447,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Spring Hill Park,Facility Improvement,5200,Planned,,Non-Asset,2017,2017-03-02,f,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.47024854,-79.99325153
1446706248,SPORT FACILITY IMPROVEMENTS,Court Renovation with Color Coat - Spring Hill Park,Facility Improvement,121000,Planned,Spring Hill Park Hockey Court 1,Court,2017,2017-03-02,f,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.47025695,-79.9931282
111785401,SPORT FACILITY IMPROVEMENTS,Court Repair with ARMORÂ® Crack and Color Coating - Stratmore Park,Facility Improvement,55312.5,Canceled,Stratmore Park Basketball Court 1,Court,2017,2017-03-02,f,Crafton Heights,2,28,42003281500,5,28,6,1-18,40.43964836,-80.05618254
850575494,SPORT FACILITY IMPROVEMENTS,,Facility Improvement,50000,Planned,Alton Concession Stand,Facility,2017,2017-03-02,f,Beechview,4,19,42003191600,5,19,6,4-28,40.41437232,-80.02177553
1082939755,AUDIBLE PEDESTRIAN AND TRAFFIC SIGNALS,Haberman/Warrington/Busway Intersection Signal Update Design and Construction,Engineering and Construction,25000,Canceled,,Non-Asset,2017,2017-03-02,f,Mount Washington,3,18,42003562400,5,18,3,4-16,40.42108072,-80.00245965
856704340,BIKE INFRASTRUCTURE,Bike Lanes - Brighton Road,Engineering and Construction,70000,Planned,,Non-Asset,2017,2017-03-02,f,California-Kirkbride,6,25,42003220600,1,25,1,1-21,40.45610355,-80.01540399
1856775266,"PENN AVENUE RECONSTRUCTION, PHASE II (TIP)",Final Design,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-03-02,f,Bloomfield,7,8,42003080900,2,8,5,3-23,40.46475233,-79.94117118
520868950,SMITHFIELD STREET (TIP),Smithfield Street - Forbes Avenue to 6th Avenue,Engineering and Construction,150000,Planned,,Non-Asset,2017,2017-03-02,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44144372,-79.99774433
2142286454,SMITHFIELD STREET (TIP),Smithfield Street - Forbes Avenue to 6th Avenue,Engineering and Construction,600000,Planned,,Non-Asset,2017,2017-03-02,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.4414478,-79.9977497
1270928541,STREET RESURFACING,Sampsonia Way Green Alley,Engineering and Construction,150000,Planned,,Non-Asset,2017,2017-03-02,f,Central Northside,1,25,42003250300,1,25,1,1-21,40.456984,-80.011381
869288104,STREETSCAPE AND INTERSECTION RECONSTRUCTION,Haberman/Warrington/Busway Intersection Crosswalks and Signage,Engineering and Construction,15000,Canceled,,Non-Asset,2017,2017-03-02,f,Beltzhoover,3,18,42003562400,5,18,3,4-16,40.42106172,-80.00242376
1005385149,STREETSCAPE AND INTERSECTION RECONSTRUCTION,Lowrie Street,Engineering and Construction,80000,Completed,,Non-Asset,2017,2017-03-02,f,Troy Hill,1,24,42003240600,1,24,1,1-2,40.46448031,-79.98211894
10706957,STREETSCAPE AND INTERSECTION RECONSTRUCTION,Trelona Way Reconstruction,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-03-02,f,Brookline,4,19,42003191800,5,19,6,4-26,40.39361083,-80.0206433
1175169281,SPORT FACILITY IMPROVEMENTS,Court Repair with ARMORÂ® Crack and Color Coating - Arlington Park,Facility Improvement,38250,Canceled,Arlington Park Basketball Court 1,Court,2017,2017-03-07,f,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.41798058,-79.97503222
1455673214,SPORT FACILITY IMPROVEMENTS,Court Renovation with Color Coat - Arsenal Park,Facility Improvement,28500,Planned,Arsenal Basketball Court 1,Court,2017,2017-03-07,f,Lower Lawrenceville,7,6,42003060300,2,6,2,3-3,40.46692814,-79.96225164
1174677079,SPORT FACILITY IMPROVEMENTS,Court Renovation with Color Coat - Arsenal Park,Facility Improvement,28500,Planned,Arsenal Hockey Court 1,Court,2017,2017-03-07,f,Lower Lawrenceville,7,6,42003060300,2,6,2,3-3,40.46675358,-79.96200742
2069679765,TRAIL DEVELOPMENT,Washington Boulevard Multimodal Path Design/Engineering (SMART Transportation Grant),Engineering and Construction,109755,Planned,,Non-Asset,2017,2017-03-15,f,Highland Park,7,12,42003980100,2,12,5,3-15,40.48397493,-79.9078933
1715780576,TRAIL DEVELOPMENT,Washington Boulevard Multimodal Path Construction (SMART Transportation Grant),Engineering and Construction,448471,Planned,,Non-Asset,2017,2017-03-15,f,Highland Park,7,12,42003980100,2,12,5,3-15,40.48397901,-79.90789867
714473310,RAMP AND PUBLIC SIDEWALK,Pinecastle Avenue sidewalk reconstruction,Engineering and Construction,50000,Completed,Pinecastle Ave,Sidewalk,2017,2017-03-15,f,Overbrook,4,32,42003320700,5,32,3,4-25,40.38266563,-79.99840383
1464142515,7500 - FACILITY IMPROVEMENTS,EIFS & Glazing Replacement,Facility Improvement,380000,Completed,Firehouse 22,Facility,2017,2017-08-28,f,South Side Slopes,3,16,42003170600,3,16,3,4-22,40.4182136,-79.9789714
1137635699,7500 - FACILITY IMPROVEMENTS,Exterior Masonry Repairs by Contractor,Facility Improvement,167000,Completed,Firehouse 26,Facility,2017,2017-03-20,f,Brookline,4,19,42003191800,5,19,6,4-26,40.39479049,-80.02185285
913335422,7500 - FACILITY IMPROVEMENTS,,Facility Improvement,122595,Completed,Arsenal Park Building,Roofing System,2017,2017-04-03,f,Lower Lawrenceville,7,6,42003060300,2,6,2,3-3,40.46681008,-79.96031548
759573196,7500 - FACILITY IMPROVEMENTS,,Facility Improvement,24414.57,Completed,Arsenal Park Building,Facility,2017,2017-04-17,f,Lower Lawrenceville,7,6,42003060300,2,6,2,3-3,40.46676128,-79.96032511
2001704845,7500 - FACILITY IMPROVEMENTS,Exterior Masonry Repairs,Facility Improvement,187000,Completed,Firehouse 28,Facility,2017,2017-05-15,f,Beechview,4,19,42003191600,5,19,6,4-28,40.41312224,-80.02517411
392003694,7500 - FACILITY IMPROVEMENTS,Exterior Masonry Repairs and Cleaning,Facility Improvement,,Completed,Olympia Park Recreation Center,Facility,2017,2017-06-08,f,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43127842,-80.01830677
302632301,,Exterior Masonry Repairs,,,Completed,Firehouse 19,Facility,2017,2017-08-02,f,Swisshelm Park,5,14,42003141100,3,14,4,2-19,40.42081761,-79.89982829
203837658,7500 - FACILITY IMPROVEMENTS,Law Dept Abatement & Renovation,Facility Improvement,75000,Completed,City-County Building,Facility,2017,2017-11-14,f,Central Business District,6,1,42003020100,6,1,2,1-4,40.43812088,-79.9968965
896139348,7500 - FACILITY IMPROVEMENTS,9th Floor OMI-Cable Bureau Temp Control System,Facility Improvement,80000,Completed,City-County Building,Facility,2017,2017-04-18,f,Central Business District,6,1,42003020100,6,1,2,1-4,40.43812088,-79.9968965
1806057609,ADA COMPLIANCE,First Responders Guide for People with Disabilities,Administration/Sub-Award,8000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
509160176,BIKE SHARE,Education and Outreach,Engineering and Construction,1500,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
563830573,BIKE SHARE,Shipping,Engineering and Construction,9000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
279361630,BIKE SHARE,Administration,Engineering and Construction,10000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
850241936,BIKE SHARE,Import Duties and Customs,Engineering and Construction,18000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
959725113,BIKE SHARE,Education and Outreach,Engineering and Construction,48500,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
2138074579,BIKE SHARE,"Planning, Engineering, and Siting",Engineering and Construction,50000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
640076703,BIKE SHARE,Docks (500),Engineering and Construction,125000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1176645534,BIKE SHARE,Kiosks (25),Engineering and Construction,187500,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1591414121,BIKE SHARE,Bikes (250),Engineering and Construction,325000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1089850663,CAPITAL EQUIPMENT ACQUISITION,Capital Equipment Acquisition,Vehicles and Equipment,1812131,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
929314916,CAPITAL EQUIPMENT ACQUISITION,Capital Equipment Acquisition,Vehicles and Equipment,3187869,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
185639249,CDBG ADMINISTRATION,Overall Administration,Administration/Sub-Award,55000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1407863670,CDBG PERSONNEL,Overall Administration,Administration/Sub-Award,1100000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1508404138,CENTER FOR INNOVATION AND ENTREPRENEURSHIP,"New Business Start Up, Business Expansion, and Business Attraction",Neighborhood and Community Development,200000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
395628538,CHOICE NEIGHBORHOOD,Mixed Income Rental Development,Neighborhood and Community Development,109040,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1711303231,CHOICE NEIGHBORHOOD,Park Construction,Neighborhood and Community Development,272700,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1195483380,CHOICE NEIGHBORHOOD,Green Infrastructure,Neighborhood and Community Development,272700,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
464527610,CHOICE NEIGHBORHOOD,Owner-Occupied FaÃ§ade  Renovations,Neighborhood and Community Development,400000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
79948394,CHOICE NEIGHBORHOOD,Mixed Income Rental Development,Neighborhood and Community Development,1454400,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1025851891,CITIZEN PARTICIPATION,Provide Information to the City of Pittsburgh Regarding the CDBG Program,Administration/Sub-Award,200000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
485811647,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Center for Victims - Pittsburgh Mediation Center,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
832421824,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Action Against Rape,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1867875910,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Community Services - Safety,Administration/Sub-Award,16000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1206789398,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Community Services - Hunger,Administration/Sub-Award,64000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
650157383,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Greater Pittsburgh Community Food Bank,Administration/Sub-Award,65000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1596798826,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 1 Seniors and Low & Moderate Income residents,Administration/Sub-Award,75000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
2017997452,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,City Council's Unspecified Local Option,Administration/Sub-Award,75000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
15617822,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Center for Victims - Crisis Intervention,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1060767135,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Action Against Rape,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
431503827,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Southside Slopes Neighborhood Association,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1133224421,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Saint Paul's Benevolent & Missionary Institute,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1359214332,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Saint Clair Athletic Association,Administration/Sub-Award,4000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1249627394,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,City Council's Unspecified Local Option,Administration/Sub-Award,5000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1792522481,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Center for Victims of Violence & Crime / Pittsburgh Mediation Center,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1165982255,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Greater Pittsburgh Community Food Bank,Administration/Sub-Award,3000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
625933011,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Action Against Rape,Administration/Sub-Award,3000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1177549293,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Womens Center and Shelter,Administration/Sub-Award,3000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
2127914303,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Brookline Christian Food Pantry,Administration/Sub-Award,10000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1696615757,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Action Against Rape,Administration/Sub-Award,1000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
435286799,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Prayer and Deliverance Community Opportunities (PADCO),Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1565662227,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,City Council's Unspecified Local Option,Administration/Sub-Award,75000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1835066902,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Bloomfield Preservation and Heritage,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
880832154,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Greater Pittsburgh Community Food Bank,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1509885810,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,City Council's Unspecified Local Option,Administration/Sub-Award,75000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1864592856,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Poise Foundation,Administration/Sub-Award,75000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1634050597,COMMUNITY-BASED ORGANIZATIONS,Improve Housing and Economic Development in Distressed Areas of the City,Administration/Sub-Award,600000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
731230156,COMPREHENSIVE PLAN,Park Standards & Adopt-A-Park Toolkit,Administration/Sub-Award,40000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1655756360,COMPREHENSIVE PLAN,Park Standards & Adopt-A-Park Toolkit,Administration/Sub-Award,40000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
283816953,DEMOLITION OF CONDEMNED BUILDINGS,Party Wall Program,Public Safety,500000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
590226425,DEMOLITION OF CONDEMNED BUILDINGS,Demolition of Vacant Properties,Public Safety,1800000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1478926566,DEMOLITION OF CONDEMNED BUILDINGS,Accamando Center Busway Entry Plan Saw Mill Run Blvd across from Maytide,Public Safety,50000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
209060648,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",Structures Engineering,Engineering and Construction,150000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
368069498,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",Infrastructure Engineering,Engineering and Construction,200000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1215759115,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",CM/CI Services,Engineering and Construction,200000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
525620358,ECONOMIC DEVELOPMENT AND HOUSING,Residential FaÃ§ades Improved,Neighborhood and Community Development,150000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
66641140,ECONOMIC DEVELOPMENT AND HOUSING,New/Substantially Renovated for Sale Housing Units Developed,Neighborhood and Community Development,300000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
553135045,ECONOMIC DEVELOPMENT AND HOUSING,New/Substantially Renovated For Sale Housing Units Developed,Neighborhood and Community Development,500000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1906344201,ECONOMIC DEVELOPMENT AND HOUSING,New/Substantially Renovated Rental Units Developed,Neighborhood and Community Development,500000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1648845719,ECONOMIC DEVELOPMENT AND HOUSING,New/Substantially Renovated Rental Units Developed,Neighborhood and Community Development,500000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
751438497,ECONOMIC DEVELOPMENT AND HOUSING,New/Substantially Renovated For Sale Housing Units Developed,Neighborhood and Community Development,500000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
632493130,ECONOMIC DEVELOPMENT AND HOUSING,Owner Occupied Homes Rehabilitated,Neighborhood and Community Development,750000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1830027773,EMERGENCY SOLUTIONS GRANT,"Shelter, Rapid Rehousing, Homeless Prevention, and Street Outreach Assistance",Administration/Sub-Award,1149245,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1867277561,FACILITY IMPROVEMENTS,Fire Stations - Aprons,Facility Improvement,150000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
622753519,FACILITY IMPROVEMENTS,Fire Stations - Bay Floors,Facility Improvement,175000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1921804330,FACILITY IMPROVEMENTS,Facilities Division Emergency Repairs,Facility Improvement,200000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
771985638,FACILITY IMPROVEMENTS,Facilities Optimization Plan Phase II,Facility Improvement,1000000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
941886262,FAIR HOUSING,"Administration, Education, and Training Related to Fair Housing",Administration/Sub-Award,100000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1208057911,FIREFIGHTING EQUIPMENT,Digital Control Dispatch Consoles (2),Public Safety,200000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
299395649,FIREFIGHTING EQUIPMENT,EMS Station Installations (11),Public Safety,550000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1988052721,FIREFIGHTING EQUIPMENT,Fire Station Installations (29),Public Safety,1450000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
491681199,FLEX BEAM GUIDERAILS AND FENCING,Flex Beam Guiderails,Engineering and Construction,50000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
60578928,HOUSING OPPORTUNITIES FOR PERSONS WITH AIDS,Rental Assistance and Referral Services,Administration/Sub-Award,735136,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
60948457,INFORMATION SYSTEMS MODERNIZATION,Public Safety Monitoring and IT Improvements,Administration/Sub-Award,500000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
2036506042,INTEGRATED SELF-ASSESSED BUSINESS TAX AND REVENUE SYSTEM,New Revenue System,Administration/Sub-Award,750000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
574534080,LITTER CAN UPGRADES AND MONITORING,Sensor Installation and Monitoring Costs,Facility Improvement,50000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
544115725,LITTER CAN UPGRADES AND MONITORING,Purchase of 200 New Victor Stanley Litter Cans,Facility Improvement,240000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
479425859,MAJOR DEVELOPMENTS,Closed Schools and Municipal Asset Stewardship,Neighborhood and Community Development,100000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
203573570,MAJOR DEVELOPMENTS,Brownfield Development,Neighborhood and Community Development,150000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1303831872,MAJOR DEVELOPMENTS,"Public Space Improvements, Transit Improvements, Park and Open Space Development, and Other Infrastructure Improvements",Neighborhood and Community Development,150000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1878597962,MAYOR'S UNSPECIFIED LOCAL OPTION,Mayor's Unspecified Local Option,Administration/Sub-Award,300000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1222978558,NEIGHBORHOOD EMPLOYMENT CENTERS,Support for Employment Program,Administration/Sub-Award,150000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
762616575,PARK RECONSTRUCTION - REGIONAL ASSET DISTRICT PARKS,Parks Equipment,Facility Improvement,100000,Completed,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1965587133,PARK RECONSTRUCTION - REGIONAL ASSET DISTRICT PARKS,Street Resurfacing,Facility Improvement,240000,Completed,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1936205750,PENNDOT LOCAL SHARE (TIP),PennDOT ADA Ramp Reconstruction,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
829194288,PENNDOT LOCAL SHARE (TIP),PennDOT Investments in City Infrastructure,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1003425822,PITTSBURGH EMPLOYMENT PROGRAM,Support for Employment Program,Administration/Sub-Award,150000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1221859304,PITTSBURGH SUMMER YOUTH EMPLOYMENT PROGRAM,Support for Employment Program,Administration/Sub-Award,700000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
193202779,PLAY AREA IMPROVEMENTS,Playground Audit - 38 Playgrounds,Facility Improvement,50000,Completed,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1565453060,PLAY AREA IMPROVEMENTS,Playground Audits - 56 Playgrounds in CDBG areas,Facility Improvement,72800,Completed,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
71875741,POOL REHABILITATION,Pump Replacement,Facility Improvement,50000,Completed,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1424719656,POOL REHABILITATION,"Bathroom Renovations to Achieve ADA Compliance Schenley, Riverview, Sue Murray, Ormsby",Facility Improvement,75000,Completed,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1794700793,RAMP AND PUBLIC SIDEWALK,City Sidewalks,Engineering and Construction,50000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
337260139,RAMP AND PUBLIC SIDEWALK,ADA Curb Ramps and Public Sidewalks,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
